tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_kegiatan,kd_kegiatan_str,nama_kegiatan,pagu_kegiatan,kd_kegiatan_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553959,13041984,"2.08.06.2.02","Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Kabupaten/Kota",63452400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553957,13041985,"2.14.02.2.01","Pemaduan dan Sinkronisasi Kebijakan Pemerintah Daerah Provinsi dengan Pemerintah Daerah Kabupaten/Kota dalam rangka Pengendalian Kuantitas Penduduk",5016000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553951,13041986,"2.14.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",127800000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553958,13041987,"2.08.07.2.02","Penyediaan Layanan bagi Anak yang Memerlukan Perlindungan Khusus yang Memerlukan Koordinasi Tingkat Daerah Kabupaten/Kota",259520300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553950,13041988,"2.08.04.2.03","Penyediaan Layanan bagi Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya dalam Daerah Kabupaten/Kota",327936000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553954,13041989,"2.08.03.2.02","Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan yang Memerlukan Koordinasi Kewenangan Kabupaten/Kota",62977560,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553959,13041990,"2.08.06.2.01","Pelembagaan PHA pada Lembaga Pemerintah, Nonpemerintah, dan Dunia Usaha Kewenangan Kabupaten/Kota",50209950,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553950,13041991,"2.08.04.2.02","Penguatan dan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga dalam Mewujudkan KG dan Hak Anak yang Wilayah Kerjanya dalam Daerah Kabupaten/Kota",41431200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553951,13041992,"2.14.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",537473715,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314489,2553952,13041993,"2.08.02.2.03","Penguatan dan Pengembangan Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Kabupaten/Kota",454531200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554166,13042510,"3.25.05.2.01","Pengawasan Sumber Daya Perikanan di Wilayah Sungai, Danau, Waduk, Rawa, dan Genangan Air Lainnya yang Dapat Diusahakan Dalam Kabupaten/Kota",123038700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554167,13042511,"3.25.04.2.04","Pengelolaan Pembudidayaan Ikan",3438974000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554168,13042512,"2.09.03.2.01","Penyediaan dan Penyaluran Pangan Pokok atau Pangan Lainnya sesuai dengan Kebutuhan Daerah Kabupaten/Kota dalam rangka Stabilisasi Pasokan dan Harga Pangan",1971326100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042513,"2.09.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",936105200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554170,13042514,"3.25.03.2.01","Pengelolaan Penangkapan Ikan di Wilayah Sungai, Danau, Waduk, Rawa, dan Genangan Air Lainnya yang Dapat Diusahakan dalam 1 (Satu) Daerah Kabupaten/ Kota",237720000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554171,13042515,"3.25.06.2.02","Pembinaan Mutu dan Keamanan Hasil Perikanan bagi Usaha Pengolahan dan Pemasaran Skala Mikro dan Kecil",81855900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042516,"2.09.01.2.06","Administrasi Umum Perangkat Daerah",868570034,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554172,13042517,"2.09.05.2.01","Pelaksanaan Pengawasan Keamanan Pangan Segar Daerah Kabupaten/Kota",1211259000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554167,13042518,"3.25.04.2.02","Pemberdayaan Pembudi Daya Ikan Kecil",4916123000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554167,13042519,"3.25.04.2.01","Penerbitan Izin Usaha Perikanan di Bidang Pembudidayaan Ikan yang Usahanya dalam 1 (Satu) Daerah Kabupaten/Kota",62120500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554168,13042520,"2.09.03.2.04","Pelaksanaan Pencapaian Target Konsumsi Pangan Perkapita/Tahun sesuai dengan Angka Kecukupan Gizi",842686700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554173,13042521,"2.09.04.2.01","Penyusunan Peta Kerentanan dan Ketahanan Pangan Kecamatan",279468500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554173,13042522,"2.09.04.2.02","Penanganan Kerawanan Pangan Kewenangan Kabupaten/Kota",141117900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554171,13042523,"3.25.06.2.01","Penerbitan Tanda Daftar Usaha Pengolahan Hasil Perikanan bagi Usaha Skala Mikro dan Kecil",79450300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554171,13042524,"3.25.06.2.03","Penyediaan dan Penyaluran Bahan Baku Industri Pengolahan Ikan dalam 1 (Satu) Daerah Kabupaten/ Kota",1179524150,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042525,"2.09.01.2.02","Administrasi Keuangan Perangkat Daerah",28785300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042526,"2.09.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",93534796,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554174,13042527,"2.09.02.2.01","Penyediaan Infrastruktur dan Seluruh Pendukung Kemandirian Pangan sesuai Kewenangan Daerah Kabupaten/Kota",290406000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554168,13042528,"2.09.03.2.02","Pengelolaan dan Keseimbangan Cadangan Pangan Kabupaten/Kota",10128030815,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042529,"2.09.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",2028773500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042530,"2.09.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",424796800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314482,2554169,13042531,"2.09.01.2.05","Administrasi Kepegawaian Perangkat Daerah",155094100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554605,13044025,"2.16.03.2.02","Pengelolaan E-government di Lingkup Pemerintah Daerah Kabupaten/Kota",13939573301,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554606,13044026,"2.21.02.2.01","Penyelenggaraan Persandian untuk Pengamanan Informasi Pemerintah Daerah Kabupaten/Kota",1216707700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554605,13044027,"2.16.03.2.01","Pengelolaan Nama Domain yang Telah Ditetapkan oleh Pemerintah Pusat dan Sub Domain di Lingkup Pemerintah Daerah Kabupaten/Kota",37906500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044028,"2.16.01.2.06","Administrasi Umum Perangkat Daerah",324397800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554608,13044029,"2.16.02.2.01","Pengelolaan Informasi dan Komunikasi Publik Pemerintah Daerah Kabupaten/Kota",4968477260,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554609,13044030,"2.20.02.2.01","Penyelenggaraan Statistik Sektoral di Lingkup Daerah Kabupaten/Kota",924503022,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044031,"2.16.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",88268336,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044032,"2.16.01.2.02","Administrasi Keuangan Perangkat Daerah",10747800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044033,"2.16.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",2382260000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044034,"2.16.01.2.05","Administrasi Kepegawaian Perangkat Daerah",60746100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044035,"2.16.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",229060000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",361176,2554607,13044036,"2.16.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",657466300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555387,13046350,"1.06.07.2.01","Pemeliharaan Taman Makam Pahlawan Nasional Kabupaten/Kota",95057735,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555388,13046351,"1.06.06.2.02","Penyelenggaraan Pemberdayaan Masyarakat Terhadap Kesiapsiagaan Bencana Kabupaten/Kota",588103300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555388,13046352,"1.06.06.2.01","Perlindungan Sosial Korban Bencana Alam dan Sosial Kabupaten/Kota",2099788900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046353,"1.06.01.2.06","Administrasi Umum Perangkat Daerah",801938790,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555390,13046354,"1.06.04.2.02","Rehabilitasi Sosial Penyandang Masalah Kesejahteraan Sosial (PMKS) Lainnya Bukan Korban HIV/AIDS dan NAPZA di Luar Panti Sosial",525150745,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555390,13046355,"1.06.04.2.01","Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar, Anak Terlantar, Lanjut Usia Terlantar, serta Gelandangan Pengemis di Luar Panti Sosial",7027074825,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046356,"1.06.01.2.05","Administrasi Kepegawaian Perangkat Daerah",136912300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046357,"1.06.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",79211800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555391,13046358,"1.06.05.2.02","Pengelolaan Data Fakir Miskin Cakupan Daerah Kabupaten/Kota",14108185600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046359,"1.06.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",3437179241,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046360,"1.06.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",790577000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555389,13046361,"1.06.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",171492900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555392,13046362,"1.06.03.2.01","Pemulangan Warga Negara Migran Korban Tindak Kekerasan dari Titik Debarkasi di Daerah Kabupaten/Kota untuk Dipulangkan ke Desa/Kelurahan Asal",38984400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555393,13046363,"1.06.02.2.03","Pengembangan Potensi Sumber Kesejahteraan Sosial Daerah Kabupaten/Kota",3959688548,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60422,2555393,13046364,"1.06.02.2.02","Pengumpulan Sumbangan dalam Daerah Kabupaten/Kota",11841500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054297,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",281719000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054298,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",176356800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558382,13054299,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",30300000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054300,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",11745000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054301,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",3000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558382,13054302,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",17500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054303,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",41700000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558382,13054304,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",92500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558383,13054305,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",135500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558384,13054306,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",132500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558385,13054307,"7.01.02.2.01","Koordinasi Penyelenggaraan Kegiatan\n\nPemerintahan di Tingkat Kecamatan",17050000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054308,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",255562228,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558385,13054309,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",196217771,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558385,13054310,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",22050000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558386,13054311,"7.01.04.2.01","Koordinasi Upaya Penyelenggaraan Ketenteraman dan Ketertiban Umum",45000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558386,13054312,"7.01.04.2.02","Koordinasi Penerapan dan Penegakan Peraturan Daerah dan Peraturan Kepala Daerah",20000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558385,13054313,"7.01.02.2.02","Penyelenggaraan Urusan Pemerintahan yang Tidak Dilaksanakan oleh Unit Kerja Perangkat Daerah yang Ada di Kecamatan",17050000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60492,2558381,13054314,"7.01.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",50877700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2561349,13062039,"1.02.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",4941640000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2561349,13062040,"1.02.01.2.10","Peningkatan Pelayanan BLUD",64268160902,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2561350,13062041,"1.02.02.2.01","Penyediaan Fasilitas Pelayanan Kesehatan untuk UKM dan UKP Kewenangan Daerah Kabupaten/Kota",4427978000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2562421,13064862,"1.02.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",4941640000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60458,2562421,13064866,"1.02.01.2.10","Peningkatan Pelayanan BLUD",64268160902,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563379,13067280,"2.23.02.2.01","Pengelolaan Perpustakaan Tingkat Daerah Kabupaten/Kota",484081434,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067281,"2.23.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",373320000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563381,13067282,"2.24.02.2.01","Pengelolaan Arsip Dinamis Daerah Kabupaten/Kota",70163877,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067283,"2.23.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",23954650,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563381,13067284,"2.24.02.2.02","Pengelolaan Arsip Statis Daerah Kabupaten/Kota",42751784,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067285,"2.23.01.2.06","Administrasi Umum Perangkat Daerah",305075793,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067286,"2.23.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",1674799928,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563379,13067287,"2.23.02.2.02","Pembudayaan Gemar Membaca Tingkat Daerah Kabupaten/Kota",5981493513,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067288,"2.23.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",103614207,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563382,13067289,"2.23.03.2.01","Pelestarian Naskah Kuno Milik Daerah Kabupaten/Kota",90677259,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563383,13067290,"2.24.04.2.01","Pelayanan Izin Penggunaan Arsip yang Bersifat Tertutup di Kabupaten/Kota",27371138,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067291,"2.23.01.2.02","Administrasi Keuangan Perangkat Daerah",4172100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563384,13067292,"2.24.03.2.04","Autentikasi Arsip Statis dan Arsip Hasil Alih Media Kabupaten/Kota",23179900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067293,"2.23.01.2.05","Administrasi Kepegawaian Perangkat Daerah",65409700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563381,13067294,"2.24.02.2.03","Pengelolaan Simpul Jaringan Informasi Kearsipan Nasional Tingkat Kabupaten/Kota",148940238,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152336,2563380,13067295,"2.23.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",1999800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070215,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",83972800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070216,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",88200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564467,13070217,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",246000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070218,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",25000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564468,13070219,"7.01.03.2.02","Kegiatan Pemberdayaan Kelurahan",2512541831,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564469,13070220,"7.01.06.2.01","Fasilitasi, Rekomendasi dan KoordinasiPembinaan dan Pengawasan Pemerintahan Desa",25000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564468,13070221,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",22600000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070222,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",19080000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070223,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",8000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564468,13070224,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",40250000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564468,13070225,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",199756700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070226,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",774520000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564467,13070227,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564467,13070228,"7.01.02.2.02","Penyelenggaraan Urusan Pemerintahan yang Tidak Dilaksanakan oleh Unit Kerja Perangkat Daerah yang Ada di Kecamatan",65150000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564470,13070229,"7.01.04.2.01","Koordinasi Upaya Penyelenggaraan Ketenteraman dan Ketertiban Umum",20920000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564467,13070230,"7.01.02.2.01","Koordinasi Penyelenggaraan KegiatanPemerintahan di Tingkat Kecamatan",33250000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564471,13070231,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",78800000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60469,2564466,13070232,"7.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",3000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071454,"5.02.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",3057158660,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071455,"5.02.01.2.06","Administrasi Umum Perangkat Daerah",7932288373,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,13071456,"5.02.02.2.02","Koordinasi dan Pengelolaan Perbendaharaan Daerah",743297900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071457,"5.02.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",351932500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,13071458,"5.02.02.2.01","Koordinasi dan Penyusunan Rencana Anggaran Daerah",1891818650,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,13071459,"5.02.02.2.05","Pengelolaan Data dan Implementasi Sistem Informasi Pemerintah Daerah Lingkup Keuangan Daerah",204918950,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071460,"5.02.01.2.02","Administrasi Keuangan Perangkat Daerah",71796100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,13071461,"5.02.02.2.03","Koordinasi dan Pelaksanaan Akuntansi dan Pelaporan Keuangan Daerah",757662060,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071462,"5.02.01.2.05","Administrasi Kepegawaian Perangkat Daerah",638343300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565016,13071463,"5.02.03.2.01","Pengelolaan Barang Milik Daerah",2640368350,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071464,"5.02.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",4134573151,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071465,"5.02.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",6580000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565015,13071466,"5.02.02.2.04","Penunjang Urusan Kewenangan Pengelolaan Keuangan Daerah",37865479188,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152334,2565014,13071467,"5.02.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565618,13073093,"6.01.01.2.06","Administrasi Umum Perangkat Daerah",2950230093,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565618,13073094,"6.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",3252247741,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565618,13073095,"6.01.01.2.02","Administrasi Keuangan Perangkat Daerah",32260000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565619,13073096,"6.01.03.2.01","Perumusan Kebijakan Teknis di Bidang Pengawasan dan Fasilitasi Pengawasan",775226400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565619,13073097,"6.01.03.2.02","Pendampingan dan Asistensi",4718518223,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152353,2565620,13073098,"6.01.02.2.01","Penyelenggaraan Pengawasan Internal",2025810976,0,false,"2025-10-10"
