tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_kegiatan,kd_subkegiatan,kd_subkegiatan_str,nama_subkegiatan,pagu_subkegiatan,kd_subkegiatan_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526449,12963348,14500665,"2.07.02.2.01.0001","Penyusunan Rencana Tenaga Kerja Makro",12414700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526449,12963348,14500666,"2.07.02.2.01.0003","Fasilitasi Penyusunan Rencana Tenaga Kerja Mikro",91034100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963352,14500672,"2.07.03.2.01.0001","Proses Pelaksanaan Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja berdasarkan Klaster Kompetensi",16894218900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963352,14500673,"2.07.03.2.01.0002","Koordinasi Lintas Lembaga dan Kerja Sama dengan Sektor Swasta untuk Penyediaan Instruktur serta Sarana dan Prasarana Lembaga Pelatihan Kerja",10153579651,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963352,14500677,"2.07.03.2.01.0004","Proses Pelaksanaan Pendidikan dan Pelatihan Vokasi bagi Pencari Kerja berdasarkan Unit Kompetensi",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963352,14500678,"2.07.03.2.01.0006","Koordinasi Lintas Lembaga dan Kerja Sama Dengan Sektor Swasta untuk Penyediaan Instruktur serta Sarana dan Prasarana Lembaga Pelatihan Vokasi dan Produktivitas",543548683,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963365,14500714,"2.07.03.2.02.0001","Pembinaan Lembaga Pelatihan Kerja Swasta",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526451,12963369,14500716,"2.07.03.2.05.0001","Pengukuran Kompetensi dan Produktivitas Tenaga Kerja",57590600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963379,14500743,"2.07.04.2.01.0002","Pelayanan antar Kerja",1275182800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963379,14500744,"2.07.04.2.01.0003","Penyuluhan dan Bimbingan Jabatan bagi Pencari Kerja",21542800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963379,14500745,"2.07.04.2.01.0004","Penyelenggaraan Unit Layanan Disabilitas Ketenagakerjaan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963379,14500746,"2.07.04.2.01.0005","Perluasan Kesempatan Kerja",4440727100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963380,14500757,"2.07.04.2.03.0001","Pemeliharaan dan Operasional Aplikasi Informasi Pasar Kerja Online",12209400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963380,14500758,"2.07.04.2.03.0002","Pelayanan dan Penyediaan Informasi Pasar Kerja Online",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963380,14500759,"2.07.04.2.03.0003","Job Fair/Bursa Kerja",892227200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963381,14500760,"2.07.04.2.04.0002","Penyediaan Layanan Terpadu pada Calon Pekerja Migran",7969700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526466,12963381,14500761,"2.07.04.2.04.0003","Pemberdayaan Pekerja Migran Indonesia Purna Penempatan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963397,14500778,"2.07.05.2.01.0001","Pengesahan Peraturan Perusahaan bagi Perusahaan",5438100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963397,14500779,"2.07.05.2.01.0002","Pendaftaran Perjanjian Kerja Sama bagi Perusahaan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963397,14500780,"2.07.05.2.01.0003","Penyelenggaraan Pendataan dan Informasi Sarana Hubungan Industrial dan Jaminan Sosial Tenaga Kerja serta Pengupahan",63994700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963398,14500781,"2.07.05.2.02.0001","Pencegahan Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (Satu) Daerah Kabupaten/Kota",67949000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963398,14500782,"2.07.05.2.02.0002","Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (satu) Daerah Kabupaten/Kota",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963398,14500784,"2.07.05.2.02.0003","Penyelenggaraan Verifikasi dan Rekapitulasi Keanggotaan pada Organisasi Pengusaha, Federasi dan Konfederasi Serikat Pekerja/Serikat Buruh serta Non Afiliasi",579675490,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526473,12963398,14500785,"2.07.05.2.02.0004","Pelaksanaan Operasional Lembaga Kerja Sama Tripartit Daerah Kabupaten/Kota",415695400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963400,14500788,"2.07.01.2.01.0001","Penyusunan Dokumen Perencanaan Perangkat Daerah",40000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963400,14500789,"2.07.01.2.01.0006","Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963400,14500792,"2.07.01.2.01.0007","Evaluasi Kinerja Perangkat Daerah",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963404,14500795,"2.07.01.2.02.0003","Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963404,14500796,"2.07.01.2.02.0005","Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963404,14500797,"2.07.01.2.02.0006","Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963404,14500798,"2.07.01.2.02.0007","Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963405,14500803,"2.07.01.2.05.0002","Pengadaan Pakaian Dinas beserta Atribut Kelengkapannya",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963405,14500805,"2.07.01.2.05.0011","Bimbingan Teknis Implementasi Peraturan Perundang-Undangan",99841300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500807,"2.07.01.2.06.0001","Penyediaan Komponen Instalasi Listrik / Penerangan Bangunan Kantor",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500808,"2.07.01.2.06.0002","Penyediaan Peralatan dan Perlengkapan Kantor",172925450,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500809,"2.07.01.2.06.0004","Penyediaan Bahan Logistik Kantor",9983200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500810,"2.07.01.2.06.0005","Penyediaan Barang Cetakan dan Penggandaan",53311400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500812,"2.07.01.2.06.0006","Penyediaan Bahan Bacaan dan Peraturan Perundang-undangan",9997820,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500813,"2.07.01.2.06.0008","Fasilitasi Kunjungan Tamu",13000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963407,14500814,"2.07.01.2.06.0009","Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD",108770000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963411,14500815,"2.07.01.2.08.0002","Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",179997364,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963411,14500816,"2.07.01.2.08.0004","Penyediaan Jasa Pelayanan Umum Kantor",2108384712,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963412,14500819,"2.07.01.2.09.0002","Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, Pajak dan Perizinan Kendaraan Dinas Operasional atau Lapangan",49420000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963412,14500820,"2.07.01.2.09.0006","Pemeliharaan Peralatan dan Mesin Lainnya",20000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526475,12963412,14500821,"2.07.01.2.09.0009","Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya",436178000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526477,12963414,14500824,"3.32.03.2.01.0005","Penyuluhan Transmigrasi",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526477,12963414,14500825,"3.32.03.2.01.0009","Penjajakan Ke Calon Lokasi Penempatan Transmigran",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152339,2526477,12963414,14500826,"3.32.03.2.01.0020","Monitoring dan Evaluasi ke Lokasi Transmigrasi",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506313,"5.01.01.2.01.0001","Penyusunan Dokumen Perencanaan Perangkat Daerah",125000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506314,"5.01.01.2.01.0002","Koordinasi dan Penyusunan Dokumen RKA-SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506315,"5.01.01.2.01.0003","Koordinasi dan Penyusunan Dokumen Perubahan RKA-SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506316,"5.01.01.2.01.0004","Koordinasi dan Penyusunan DPA-SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506317,"5.01.01.2.01.0005","Koordinasi dan Penyusunan Perubahan DPASKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506318,"5.01.01.2.01.0006","Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD",26000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506319,"5.01.01.2.01.0007","Evaluasi Kinerja Perangkat Daerah",88500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506320,"5.01.01.2.01.0008","Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah",35000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967470,14506321,"5.01.01.2.01.0009","Pelaksanaan Pengumpulan Data Statistik Sektoral Daerah",35000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967471,14506322,"5.01.01.2.02.0003","Pelaksanaan Penatausahaan dan Pengujian/Verifikasi Keuangan SKPD",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967471,14506323,"5.01.01.2.02.0005","Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD",50000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967471,14506324,"5.01.01.2.02.0006","Pengelolaan dan Penyiapan Bahan Tanggapan Pemeriksaan",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967471,14506325,"5.01.01.2.02.0007","Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD",50000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967471,14506326,"5.01.01.2.02.0008","Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967472,14506327,"5.01.01.2.03.0001","Penyusunan Perencanaan Kebutuhan Barang Milik Daerah SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967472,14506328,"5.01.01.2.03.0005","Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967473,14506329,"5.01.01.2.05.0002","Pengadaan Pakaian Dinas beserta Atribut Kelengkapannya",31500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967473,14506330,"5.01.01.2.05.0003","Pendataan dan Pengolahan Administrasi Kepegawaian",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967473,14506331,"5.01.01.2.05.0004","Koordinasi dan Pelaksanaan Sistem Informasi Kepegawaian",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967473,14506332,"5.01.01.2.05.0005","Monitoring, Evaluasi, dan Penilaian Kinerja Pegawai",40000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967473,14506333,"5.01.01.2.05.0011","Bimbingan Teknis Implementasi Peraturan Perundang-Undangan",300000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506334,"5.01.01.2.06.0001","Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor",50000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506335,"5.01.01.2.06.0002","Penyediaan Peralatan dan Perlengkapan Kantor",1996400000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506336,"5.01.01.2.06.0003","Penyediaan Peralatan Rumah Tangga",20000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506337,"5.01.01.2.06.0004","Penyediaan Bahan Logistik Kantor",100000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506338,"5.01.01.2.06.0005","Penyediaan Barang Cetakan dan Penggandaan",29198000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506339,"5.01.01.2.06.0006","Penyediaan Bahan Bacaan dan Peraturan Perundang-undangan",35000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506340,"5.01.01.2.06.0008","Fasilitasi Kunjungan Tamu",73600000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967474,14506341,"5.01.01.2.06.0009","Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD",250000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967475,14506342,"5.01.01.2.07.0002","Pengadaan Kendaraan Dinas Operasional atau Lapangan",732000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967475,14506343,"5.01.01.2.07.0005","Pengadaan Mebel",900000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967476,14506344,"5.01.01.2.08.0001","Penyediaan Jasa Surat Menyurat",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967476,14506345,"5.01.01.2.08.0002","Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",305000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967476,14506346,"5.01.01.2.08.0004","Penyediaan Jasa Pelayanan Umum Kantor",2265000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967477,14506347,"5.01.01.2.09.0001","Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan",100000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967477,14506348,"5.01.01.2.09.0006","Pemeliharaan Peralatan dan Mesin Lainnya",150000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528873,12967477,14506350,"5.01.01.2.09.0011","Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya",300000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506351,"5.01.02.2.01.0001","Analisis Kondisi Daerah, Permasalahan, dan Isu Strategis Pembangunan Daerah",405864400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506352,"5.01.02.2.01.0002","Koordinasi Penelaahan Dokumen Perencanaan Pembangunan Daerah dengan Dokumen Kebijakan Lainnya",103027400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506353,"5.01.02.2.01.0003","Pelaksanaan Konsultasi Publik",313404000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506354,"5.01.02.2.01.0004","Koordinasi Pelaksanaan Forum Perangkat Daerah/Lintas Perangkat Daerah",207728200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506355,"5.01.02.2.01.0005","Pelaksanaan Musrenbang Kabupaten/Kota",597879800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967478,14506356,"5.01.02.2.01.0007","Koordinasi Penyusunan dan Penetapan Dokumen Perencanaan Pembangunan Daerah Kabupaten/Kota",438609800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967479,14506357,"5.01.02.2.02.0001","Analisis Data dan Informasi Perencanaan Pembangunan Daerah",146200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967479,14506358,"5.01.02.2.02.0002","Pembinaan dan Pemanfaatan Data dan Informasi Perencanaan Pembangunan Perangkat Daerah",333582000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967479,14506359,"5.01.02.2.02.0003","Penyusunan Profil Pembangunan Daerah Kabupaten/Kota",129771000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967480,14506360,"5.01.02.2.03.0001","Koordinasi Pengendalian Perencanaan dan Pelaksanaan Pembangunan Daerah di Kabupaten/Kota",231200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967480,14506361,"5.01.02.2.03.0003","Monitoring, Evaluasi dan Penyusunan Laporan Berkala Pelaksanaan Pembangunan Daerah",350000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528871,12967481,14506362,"5.01.02.2.04.0003","Pembinaan Sistem Informasi Pemerintahan Daerah di Bidang Pembangunan Daerah  Pemerintah Kabupaten/Kota",147829400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506363,"5.01.03.2.01.0001","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Pemerintahan (RPJPD, RPJMD dan RKPD)",367433300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506364,"5.01.03.2.01.0002","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan",72389000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506365,"5.01.03.2.01.0003","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pemerintahan",90244800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506366,"5.01.03.2.01.0005","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Pembangunan Manusia (RPJPD, RPJMD dan RKPD)",561749900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506367,"5.01.03.2.01.0006","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pembangunan Manusia",100465000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967482,14506368,"5.01.03.2.01.0007","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Pembangunan Manusia",100218000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506369,"5.01.03.2.02.0001","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Perekonomian (RPJPD, RPJMD dan RKPD)",264444000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506370,"5.01.03.2.02.0002","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Perekonomian",100599000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506371,"5.01.03.2.02.0003","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Perekonomian",128241715,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506372,"5.01.03.2.02.0005","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang SDA (RPJPD, RPJMD dan RKPD)",221260000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506373,"5.01.03.2.02.0006","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang SDA",202541000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967483,14506374,"5.01.03.2.02.0007","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang SDA",253914285,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506375,"5.01.03.2.03.0001","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Infrastruktur (RPJPD, RPJMD dan RKPD)",300000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506376,"5.01.03.2.03.0002","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Infrastruktur",100000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506377,"5.01.03.2.03.0003","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Infrastruktur",262430000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506378,"5.01.03.2.03.0005","Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Kewilayahan (RPJPD, RPJMD dan RKPD)",300000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506379,"5.01.03.2.03.0006","Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Kewilayahan",123000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528872,12967484,14506380,"5.01.03.2.03.0007","Pelaksanaan Monitoring dan Evaluasi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Kewilayahan",125570000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967485,14506381,"5.05.02.2.01.0012","Pengelolaan Data Kelitbangan dan Peraturan",269796000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967486,14506382,"5.05.02.1.02.0001","Penelitian dan Pengembangan Bidang Aspek-Aspek Sosial",349840000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967487,14506383,"5.05.02.2.03.0001","Penelitian dan Pengembangan Koperasi, Usaha Kecil dan Menengah",34725000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967487,14506384,"5.05.02.2.03.0002","Penelitian dan Pengembangan Perindustrian dan Perdagangan",129919500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967487,14506385,"5.05.02.2.03.0004","Penelitian dan Pengembangan Pertanian, Perkebunan dan Pangan",175000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967487,14506386,"5.05.02.2.03.0006","Penelitian dan Pengembangan Energi dan Sumber Daya Mineral",24280000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967487,14506387,"5.05.02.2.03.0007","Penelitian dan Pengembangan Lingkungan Hidup",150180000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967488,14506388,"5.05.02.2.04.0001","Penelitian, Pengembangan, dan Perekayasaan di Bidang Teknologi dan Inovasi",950000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",314502,2528874,12967488,14506389,"5.05.02.2.04.0004","Sosialisasi dan Diseminasi Hasil-Hasil Kelitbangan",550000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60457,2528973,12967680,14506611,"1.02.01.2.02.0001","Penyediaan Gaji dan Tunjangan ASN",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60457,2528973,12967683,14506612,"1.02.01.2.06.0004","Penyediaan Jasa Pelayanan Umum Kantor",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60457,2528971,12967665,14506613,"1.02.02.2.01.0014","Pengadaan Alat Kesehatan/Alat Penunjang Medik Fasilitas Pelayanan Kesehatan",22568701951,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60457,2528973,12967692,14506625,"1.02.01.2.10.0001","Pelayanan dan Penunjang Pelayanan BLUD",137150000000,0,false,"2025-10-10"
