tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_kegiatan,kd_subkegiatan,kd_subkegiatan_str,nama_subkegiatan,pagu_subkegiatan,kd_subkegiatan_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098139,14722343,"2.12.02.2.01.0002","Pencatatan, Penatausahaan dan Penerbitan Dokumen Atas Pendaftaran Penduduk",254263736,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098140,14722344,"2.12.02.2.03.0007","Komunikasi, Informasi, dan Edukasi kepada Pemangku Kepentingan dan Masyarakat Terkait Pendaftaran Penduduk",198550790,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098141,14722345,"2.12.04.2.04.0001","Pembinaan dan Pengawasan Terkait Pengelolaan Informasi Administrasi Kependudukan",1401951000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722346,"2.12.01.2.01.0002","Koordinasi dan Penyusunan Dokumen RKA-SKPD",8648400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098142,14722347,"2.12.04.2.03.0008","Penyajian Data Kependudukan yang Akurat dan dapat Dipertanggungjawabkan",19995000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722348,"2.12.01.2.01.0001","Penyusunan Dokumen Perencanaan Perangkat Daerah",70058579,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098142,14722349,"2.12.04.2.03.0004","Penyelenggaraan Pemanfaatan Data Kependudukan",68516600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098143,14722350,"2.12.01.2.02.0007","Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD",71371300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098132,14722351,"2.12.01.2.06.0007","Penyediaan Bahan/Material",33095500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722352,"2.12.01.2.01.0008","Penyelenggaraan Walidata Pendukung Statistik Sektoral Daerah",500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098139,14722353,"2.12.02.2.01.0001","Pendataan Penduduk Non Permanen dan Rentan Administrasi Kependudukan",133192100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722354,"2.12.01.2.01.0006","Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD",7828857,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722355,"2.12.01.2.01.0007","Evaluasi Kinerja Perangkat Daerah",141647140,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098133,14722356,"2.12.01.2.08.0001","Penyediaan Jasa Surat Menyurat",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098144,14722357,"2.12.04.2.01.0002","Kerja Sama Pemanfaatan Data Kependudukan",55796800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098132,14722358,"2.12.01.2.06.0001","Penyediaan Komponen Instalasi\n\nListrik/Penerangan Bangunan Kantor",24998000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098142,14722359,"2.12.04.2.03.0005","Sosialisasi Terkait Pengelolaan Informasi Administrasi Kependudukan",104745000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098145,14722360,"2.12.01.2.05.0010","Sosialisasi Peraturan Perundang-Undangan",314542300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,14722361,"2.12.01.2.01.0009","Pelaksanaan Pengumpulan Data Statistik Sektoral Daerah",3900000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098140,14722362,"2.12.02.2.03.0001","Koordinasi antar Lembaga Pemerintah dan Lembaga Non-Pemerintah di Kabupaten/Kota dalam Penertiban Pelayanan Pendaftaran Penduduk",47221300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098145,14722363,"2.12.01.2.05.0005","Monitoring, Evaluasi, dan Penilaian Kinerja Pegawai",31000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098139,14722364,"2.12.02.2.01.0005","Pencatatan, Penatausahaan dan Penerbitan Dokumen Atas Pelaporan Peristiwa Kependudukan",86607800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098142,14722365,"2.12.04.2.03.0003","Fasilitasi Terkait Pengelolaan Informasi Administrasi Kependudukan",394741300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098132,14722366,"2.12.01.2.06.0009","Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD",140719000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098144,14722367,"2.12.04.2.01.0001","Pengolahan dan Penyajian Data Kependudukan",91041000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098133,14722368,"2.12.01.2.08.0002","Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",200073500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098140,14722369,"2.12.02.2.03.0005","Sosialisasi Pendaftaran Penduduk",50000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098132,14722370,"2.12.01.2.06.0006","Penyediaan Bahan Bacaan dan Peraturan Perundang-undangan",4998500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098139,14722371,"2.12.02.2.01.0004","Peningkatan Pelayanan Pendaftaran Penduduk",143861600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098141,14722372,"2.12.04.2.04.0003","Bimbingan Teknis Terkait Pengelolaan Informasi Administrasi Kependudukan dan Pendayagunaan Data Kependudukan",239366100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574810,13098135,14722373,"2.12.03.2.02.0008","Sosialisasi Terkait Pencatatan Sipil",75410600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098131,14722374,"2.12.01.2.09.0001","Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098131,14722375,"2.12.01.2.09.0005","Pemeliharaan Mebel",20000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574810,13098136,14722376,"2.12.03.2.01.0002","Peningkatan dalam Pelayanan Pencatatan Sipil",112957060,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098146,14722377,"2.12.01.2.03.0002","Pengamanan Barang Milik Daerah SKPD",8500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098131,14722378,"2.12.01.2.09.0009","Pemeliharaan/Rehabilitasi Gedung Kantor dan Bangunan Lainnya",500705000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098362,14722705,"7.01.01.2.09.0010","Pemeliharaan/Rehabilitasi Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya",14500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098362,14722706,"7.01.01.2.09.0001","Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098363,14722707,"7.01.03.2.06.0007","Penumbuhan Kesadaran Keluarga dalam Peningkatan Derajat Kesehatan Keluarga dan Lingkungan dengan Menerapkan Perilaku Hidup Bersih dan Sehat",11000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098364,14722708,"7.01.01.2.03.0005","Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD",3000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722709,"7.01.01.2.06.0009","Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD",1000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098366,14722710,"7.01.02.2.02.0003","Peningkatan Efektifitas Pelaksanaan Pelayanan kepada Masyarakat di Wilayah Kecamatan",55030000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722711,"7.01.01.2.06.0002","Penyediaan Peralatan dan Perlengkapan Kantor",30000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574907,13098367,14722712,"7.01.05.2.01.0004","Pembinaan Kerukunan Antar Suku dan Intra Suku, Umat Beragama, Ras, dan Golongan Lainnya Guna Mewujudkan Stabilitas Keamanan Lokal, Regional, dan Nasional",17000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574907,13098367,14722713,"7.01.05.2.01.0002","Fasilitasi, Koordinasi dan Pembinaan (Bimtek, Sosialisasi, Konsultasi) Wawasan Kebangsaan dan Ketahanan Nasional",36480000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098363,14722714,"7.01.03.2.06.0008","Penumbuhan Kesadaran Keluarga dalam Peningkatan Taraf Hidup Keluarga Melalui Kehidupan Berkoperasi dan Pengembangan Ekonomi Lainnya",11000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,14722715,"7.01.01.2.01.0002","Koordinasi dan Penyusunan Dokumen RKA-SKPD",1110000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098369,14722716,"7.01.02.2.04.0003","Pelaksanaan Urusan Pemerintahan yang Terkait dengan Kewenangan Lain yang Dilimpahkan",424232846,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098370,14722717,"7.01.02.2.03.0001","Koordinasi/Sinergi dengan Perangkat Daerah dan/atau Instansi Vertikal yang Terkait dalam Pemeliharaan Sarana dan Prasarana Pelayanan Umum",7176700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098363,14722718,"7.01.03.2.06.0012","Penumbuhan dan Peningkatan Kesadaran Keluarga dalam Keterlibatan Perencanaan Kehidupan Menuju Keluarga Berkualitas",11000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098371,14722719,"7.01.03.2.03.0004","Fasilitasi Pengembangan Usaha Ekonomi Masyarakat",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722720,"7.01.01.2.06.0005","Penyediaan Barang Cetakan dan Penggandaan",13145900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098363,14722721,"7.01.03.2.06.0003","Peningkatan Ketahanan Pangan Keluarga",12000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,14722722,"7.01.01.2.01.0004","Koordinasi dan Penyusunan DPA-SKPD",1110000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098372,14722723,"7.01.01.2.05.0003","Pendataan dan Pengolahan Administrasi Kepegawaian",2110000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,14722724,"7.01.01.2.01.0005","Koordinasi dan Penyusunan Perubahan DPA- SKPD",1140000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098373,14722725,"7.01.01.2.02.0007","Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD",3000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,14722726,"7.01.06.2.01.0012","Fasilitasi Pelaksanaan Tugas, Fungsi, dan Kewajiban Lembaga Kemasyarakatan",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098375,14722727,"7.01.01.2.08.0001","Penyediaan Jasa Surat Menyurat",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722728,"7.01.01.2.06.0003","Penyediaan Peralatan Rumah Tangga",9000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098373,14722729,"7.01.01.2.02.0005","Koordinasi dan Penyusunan Laporan Keuangan Akhir Tahun SKPD",2085000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,14722730,"7.01.06.2.01.0018","Koordinasi Pelaksanaan Pembangunan Kawasan Perdesaan di Wilayah Kecamatan",9055000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574909,13098376,14722731,"7.01.04.2.02.0001","Koordinasi/Sinergi dengan Perangkat Daerah yang Tugas dan Fungsinya di Bidang Penegakan Peraturan Perundang-Undangan dan/atau Kepolisian Negara Republik Indonesia",15154700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098372,14722732,"7.01.01.2.05.0011","Bimbingan Teknis Implementasi Peraturan Perundang-Undangan",15018700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,14722733,"7.01.06.2.01.0003","Fasilitasi Pengelolaan Keuangan Desa dan Pendayagunaan Aset Desa",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098373,14722734,"7.01.01.2.02.0008","Penyusunan Pelaporan dan Analisis Prognosis Realisasi Anggaran",725000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722735,"7.01.01.2.06.0001","Penyediaan Komponen Instalasi\n\nListrik/Penerangan Bangunan Kantor",7500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098362,14722736,"7.01.01.2.09.0006","Pemeliharaan Peralatan dan Mesin Lainnya",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,14722737,"7.01.01.2.01.0006","Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD",2536000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,14722738,"7.01.01.2.01.0001","Penyusunan Dokumen Perencanaan Perangkat Daerah",2960000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098371,14722739,"7.01.03.2.03.0005","Fasilitasi Pemanfaatan Teknologi Tepat Guna",5248000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098375,14722740,"7.01.01.2.08.0004","Penyediaan Jasa Pelayanan Umum Kantor",405600000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098377,14722741,"7.01.03.2.01.0001","Peningkatan Partisipasi Masyarakat dalam Forum Musyawarah Perencanaan Pembangunan di Desa",9853400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098371,14722742,"7.01.03.2.03.0002","Peningkatan Kapasitas Lembaga Kemasyarakatan",20000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574907,13098367,14722743,"7.01.05.2.01.0008","Pelaksanaan Tugas Forum Koordinasi Pimpinan di Kecamatan",29292000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,14722744,"7.01.06.2.01.0002","Fasilitasi Administrasi Tata Pemerintahan Desa",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098378,14722745,"7.01.03.2.02.0001","Peningkatan Partisipasi Masyarakat dalam Forum Musyawarah Perencanaan Pembangunan di Kelurahan",100000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098378,14722746,"7.01.03.2.02.0003","Pemberdayaan Masyarakat di Kelurahan",3557003174,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098378,14722747,"7.01.03.2.02.0002","Pembangunan Sarana dan Prasarana Kelurahan",1766717800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098378,14722748,"7.01.03.2.02.0004","Evaluasi Kelurahan",68000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098375,14722749,"7.01.01.2.08.0002","Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik",87000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098379,14722750,"7.01.01.2.07.0010","Pengadaan Sarana dan Prasarana Gedung Kantor atau Bangunan Lainnya",17000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,14722751,"7.01.06.2.01.0009","Fasilitasi Sinkronisasi Perencanaan Pembangunan Daerah dengan Pembangunan Desa",55000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098380,14722752,"7.01.01.2.04.0007","Pelaporan Pengelolaan Retribusi Daerah",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,14722753,"7.01.01.2.06.0008","Fasilitasi Kunjungan Tamu",9000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098372,14722754,"7.01.01.2.05.0002","Pengadaan Pakaian Dinas beserta Atribut Kelengkapannya",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098379,14722755,"7.01.01.2.07.0005","Pengadaan Mebel",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96025,2574899,13098403,14723383,"2.11.11.2.01.0020","Penanganan sampah melalui pemrosesan akhir sampah di TPA/TPST kabupaten/kota atau TPA/TPST Regional",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099263,14724583,"1.01.01.2.09.0001","Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan, dan Pajak Kendaraan Perorangan Dinas atau Kendaraan Dinas Jabatan",55559800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724584,"1.01.02.2.03.0009","Pengadaan Perlengkapan PAUD",8194794100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099265,14724585,"1.01.01.2.06.0005","Penyediaan Barang Cetakan dan Penggandaan",80193000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724586,"1.01.02.2.03.0051","Rehabilitasi Sedang/Berat Ruang Kelas Sekolah",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,14724587,"1.01.02.2.04.0015","Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Nonformal/Kesetaraan",500000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724588,"1.01.02.2.03.0041","Pengadaan Perlengkapan Peserta Didik",1130613896,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,14724589,"1.01.02.2.04.0040","Pengadaan Perlengkapan Sekolah",627828400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724590,"1.01.02.2.02.0060","Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan",312112000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724591,"1.01.02.2.01.0048","Rehabilitasi Sedang/Berat Sarana, Prasarana dan Utilitas Sekolah",2100764800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724592,"1.01.02.2.02.0010","Pembangunan Fasilitas Parkir",3138199440,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724593,"1.01.02.2.02.0052","Sosialisasi dan Advokasi Kebijakan Bidang Pendidikan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099269,14724594,"1.01.01.2.05.0011","Bimbingan Teknis Implementasi Peraturan Perundang-Undangan",179408908,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724595,"1.01.02.2.02.0059","Pembangunan Ruang Kelas Baru",10436250700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724596,"1.01.02.2.03.0017","Pembinaan Kelembagaan dan Manajemen PAUD",382621200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099270,14724597,"1.01.01.2.03.0005","Rekonsiliasi dan Penyusunan Laporan Barang Milik Daerah pada SKPD",322364000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,14724598,"1.01.02.2.04.0017","Pengelolaan Dana BOP Sekolah Nonformal/Kesetaraan",21256036872,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575276,13099271,14724599,"1.01.06.2.01.0004","Penghargaan Tokoh Kebahasaan dan Kesastraan Daerah Kabupaten/Kota",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724600,"1.01.02.2.03.0046","Pengadaan Alat Praktik dan Peraga  Peserta Didik PAUD",16599732500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724601,"1.01.02.2.01.0047","Pembangunan Ruang Kelas Baru",10725594100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575277,13099272,14724602,"1.01.03.2.02.0003","Penyediaan Buku Teks Pelajaran Muatan Lokal Pendidikan Anak Usia Dini dan Pendidikan Nonformal",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724603,"1.01.02.2.01.0029","Pengelolaan Dana BOS Sekolah Dasar",338699459091,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724604,"1.01.02.2.02.0038","Pembinaan Minat, Bakat dan Kreativitas Siswa",423737500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099265,14724605,"1.01.01.2.06.0009","Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD",67174500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575278,13099273,14724606,"1.01.05.2.02.0002","Pengendalian dan Pengawasan Perizinan PAUD dan Pendidikan Nonformal yang Diselenggarakan oleh Masyarakat",200000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724607,"1.01.02.2.01.0016","Pengadaan Perlengkapan Sekolah",15332679800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099274,14724608,"1.01.01.2.02.0007","Koordinasi dan Penyusunan Laporan Keuangan Bulanan/ Triwulanan/ Semesteran SKPD",80294000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575279,13099275,14724609,"1.01.04.2.01.0001","Perhitungan dan Pemetaan Pendidik dan Tenaga Kependidikan Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,14724610,"1.01.02.2.04.0055","Pengadaan Alat Praktik dan Peraga Peserta Didik Nonformal / Kesetaraan",844440000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099265,14724611,"1.01.01.2.06.0004","Penyediaan Bahan Logistik Kantor",244223495,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724612,"1.01.02.2.02.0041","Pembinaan Kelembagaan dan Manajemen Sekolah",344255550,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724613,"1.01.02.2.02.0012","Pembangunan Sarana, Prasarana dan Utilitas Sekolah",5714634301,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724614,"1.01.02.2.01.0006","Pembangunan Sarana, Prasarana dan Utilitas Sekolah",12269919999,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575278,13099276,14724615,"1.01.05.2.01.0001","Penilaian Kelayakan Usul Perizinan Pendidikan Dasar yang Diselenggarakan oleh Masyarakat",200000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575276,13099271,14724616,"1.01.06.2.01.0002","Vitalitas, Konservasi dan Revitalisasi Bahasa dan Sastra Daerah Kabupaten/Kota",405425850,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,14724617,"1.01.02.2.01.0014","Pengadaan Mebel Sekolah",24069788900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724618,"1.01.02.2.02.0014","Rehabilitasi Sedang/Berat Ruang Kelas Sekolah",9326304956,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724619,"1.01.02.2.02.0027","Pengadaan Perlengkapan Sekolah",9597126370,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,14724620,"1.01.02.2.03.0026","Sosialisasi dan Advokasi Kebijakan Bidang Pendidikan",263421200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099277,14724621,"1.01.01.2.01.0007","Evaluasi Kinerja Perangkat Daerah",147623508,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,14724622,"1.01.02.2.04.0046","Penyelenggaraan Proses Belajar bagi Peserta Didik",111742700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,14724623,"1.01.02.2.02.0042","Pengelolaan Dana BOS Sekolah Menengah Pertama",163450113503,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575279,13099275,14724624,"1.01.04.2.01.0002","Penataan Pendistribusian Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan",0,0,false,"2025-10-10"
